age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,travelTime,themeLevel
59,Female,Chinese God,Mandarin,University,0,Newspaper/ Magazine,Phy Lab,9,Hall,10,Agree,No,29/01/2022,6,Partly Like
22,Male,Protestantism,Mandarin,Master or above,2,School Website,VA room,9,Library,7,Strongly Agree,Yes,28/01/2022,24,Strongly Like
19,Female,Chinese God,English,University,1,Friends/Extended Family/Neighbour,Chem Lab,3,Hall,2,Strongly Disagree,Yes,28/01/2022,32,Strongly Like
48,Genderqueer,Taoism,Thai,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,10,Hall,1,Strongly Agree,Yes,28/01/2022,11,Partly Like
19,Female,Confucianism,Indonesian,University,5,Newspaper/ Magazine,Bio Lab,10,VA room,6,Neutral,No,28/01/2022,11,Partly Dislike
36,Male,Catholicism,Cantonese,Master or above,4,School Website,Bio Lab,9,Basketball Court,3,Disagree,No,28/01/2022,38,Partly Dislike
49,Male,Catholicism,Vietnamese,University,1,Friends/Extended Family/Neighbour,Bio Lab,1,Hall,1,Agree,Yes,29/01/2022,36,Partly Dislike
47,Female,Hinduism,Indonesian,University,5,Friends/Extended Family/Neighbour,Bio Lab,2,Library,4,Strongly Agree,No,29/01/2022,35,Strongly Dislike
44,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Phy Lab,8,Phy Lab,9,Disagree,No,28/01/2022,32,Strongly Like
23,Male,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Bio Lab,10,Basketball Court,2,Neutral,Yes,29/01/2022,8,Partly Dislike
59,Female,Chinese God,Mandarin,Primary School or below,0,School Website,Canteen,10,Chem Lab,1,Strongly Disagree,No,28/01/2022,17,Partly Like
49,Female,Islam,Thai,Secondary School/Associate Degree/Diploma,1,School Website,Phy Lab,10,Library,6,Agree,No,28/01/2022,56,Normal
50,Male,Catholicism,Thai,Secondary School/Associate Degree/Diploma,5,Social Media,Hall,5,Hall,4,Disagree,Yes,28/01/2022,33,Partly Dislike
60,Female,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Library,4,Library,0,Disagree,No,29/01/2022,10,Normal
53,Female,Protestantism,English,Master or above,0,Social Media,Chem Lab,5,Chem Lab,5,Strongly Agree,,29/01/2022,9,Strongly Dislike
23,Female,Catholicism,Thai,Master or above,0,Social Media,Basketball Court,6,Bio Lab,2,Disagree,No,29/01/2022,37,Partly Dislike
38,Male,Sikhism,Filipino,Master or above,1,Social Media,Phy Lab,4,Chem Lab,9,Strongly Agree,No,28/01/2022,47,Partly Like
38,Male,Catholicism,English,University,0,Social Media,Hall,0,VA room,4,Neutral,No,29/01/2022,56,Strongly Dislike
29,Female,Catholicism,English,University,0,School Website,Phy Lab,2,Basketball Court,2,Strongly Agree,No,28/01/2022,53,Strongly Dislike
53,Male,Taoism,Filipino,Master or above,5,School Website,Canteen,3,Hall,7,Agree,No,28/01/2022,6,Normal
21,Female,Confucianism,Vietnamese,Primary School or below,4,Newspaper/ Magazine,VA room,7,Basketball Court,8,Disagree,Yes,29/01/2022,22,Strongly Dislike
54,Male,Catholicism,Indonesian,Secondary School/Associate Degree/Diploma,5,School Website,Canteen,1,Chem Lab,2,Strongly Disagree,,28/01/2022,20,Strongly Like
29,Female,Hinduism,Mandarin,Master or above,4,School Website,Phy Lab,8,VA room,8,Disagree,,28/01/2022,47,Partly Dislike
50,Male,Catholicism,Indonesian,Master or above,2,School Website,VA room,0,Bio Lab,3,Disagree,No,29/01/2022,12,Normal
22,Male,Catholicism,Indonesian,University,1,Friends/Extended Family/Neighbour,Bio Lab,3,VA room,4,Strongly Disagree,,29/01/2022,14,Normal
54,Female,Hinduism,Cantonese,Primary School or below,2,Newspaper/ Magazine,Phy Lab,0,Phy Lab,9,Strongly Disagree,Yes,29/01/2022,28,Partly Dislike
35,Female,Protestantism,Mandarin,Master or above,4,Social Media,Hall,8,Library,4,Strongly Agree,Yes,29/01/2022,33,Partly Dislike
49,Male,Taoism,Filipino,Master or above,0,Friends/Extended Family/Neighbour,Hall,0,Canteen,10,Neutral,No,28/01/2022,54,Partly Dislike
50,Female,Sikhism,English,Primary School or below,0,Newspaper/ Magazine,Hall,7,Canteen,1,Strongly Disagree,No,28/01/2022,50,Strongly Dislike
25,Female,Sikhism,Mandarin,University,3,School Website,Canteen,0,Library,3,Strongly Agree,,28/01/2022,18,Strongly Dislike
32,Male,Taoism,Mandarin,University,2,Social Media,Hall,8,Canteen,0,Disagree,No,28/01/2022,41,Partly Dislike
42,Female,Hinduism,Vietnamese,Master or above,3,School Website,Basketball Court,8,Basketball Court,9,Disagree,Yes,28/01/2022,45,Strongly Dislike
58,Male,Buddhism,Filipino,Master or above,1,School Website,Bio Lab,8,Library,1,Neutral,,28/01/2022,9,Partly Like
26,Female,Catholicism,Filipino,University,3,Newspaper/ Magazine,Library,3,VA room,5,Agree,Yes,28/01/2022,12,Partly Like
51,Male,Islam,Thai,Primary School or below,5,Friends/Extended Family/Neighbour,Library,0,Chem Lab,4,Strongly Disagree,Yes,28/01/2022,47,Normal
32,Female,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Hall,4,Canteen,1,Disagree,,28/01/2022,28,Partly Dislike
34,Male,Hinduism,Filipino,University,1,School Website,Phy Lab,7,Bio Lab,9,Strongly Disagree,Yes,28/01/2022,60,Partly Dislike
26,Female,Taoism,Indonesian,Primary School or below,1,Social Media,Phy Lab,10,VA room,10,Strongly Agree,No,28/01/2022,56,Normal
39,Non-binary,Taoism,English,Primary School or below,3,Friends/Extended Family/Neighbour,Bio Lab,3,Basketball Court,8,Agree,Yes,29/01/2022,16,Strongly Like
26,Male,Catholicism,Indonesian,Master or above,0,Social Media,Basketball Court,2,Hall,10,Agree,Yes,28/01/2022,49,Partly Dislike
54,Male,Islam,Vietnamese,Primary School or below,0,Friends/Extended Family/Neighbour,Phy Lab,0,Bio Lab,7,Agree,Yes,29/01/2022,38,Partly Dislike
24,Female,Catholicism,English,Master or above,5,Friends/Extended Family/Neighbour,Bio Lab,7,Basketball Court,10,Disagree,,29/01/2022,50,Strongly Dislike
20,Male,Sikhism,Vietnamese,University,1,School Website,VA room,7,Chem Lab,8,Disagree,Yes,29/01/2022,52,Partly Like
45,Female,Buddhism,Filipino,Primary School or below,1,Social Media,Canteen,1,VA room,9,Disagree,No,28/01/2022,14,Partly Like
38,Female,Buddhism,Filipino,Primary School or below,2,Newspaper/ Magazine,Basketball Court,6,VA room,2,Disagree,No,29/01/2022,8,Normal
38,Female,Hinduism,Thai,University,5,School Website,VA room,4,Bio Lab,2,Strongly Disagree,No,28/01/2022,29,Partly Dislike
31,Male,Hinduism,Mandarin,Primary School or below,3,School Website,Chem Lab,0,Basketball Court,7,Neutral,Yes,29/01/2022,43,Strongly Like
44,Male,Hinduism,English,University,4,Social Media,VA room,6,Phy Lab,8,Strongly Agree,Yes,28/01/2022,51,Normal
35,Male,Taoism,Thai,Secondary School/Associate Degree/Diploma,0,Social Media,Chem Lab,1,VA room,3,Strongly Agree,No,28/01/2022,11,Strongly Dislike
23,Female,Buddhism,English,Primary School or below,1,Friends/Extended Family/Neighbour,VA room,7,Hall,5,Agree,No,28/01/2022,39,Strongly Like
29,Agender,Chinese God,Filipino,Secondary School/Associate Degree/Diploma,0,Friends/Extended Family/Neighbour,Canteen,8,Library,3,Strongly Agree,No,29/01/2022,54,Normal
30,Female,Catholicism,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,Bio Lab,0,Basketball Court,5,Strongly Disagree,No,28/01/2022,57,Normal
25,Female,Sikhism,Indonesian,Master or above,5,Friends/Extended Family/Neighbour,Basketball Court,9,Library,0,Strongly Agree,Yes,28/01/2022,50,Strongly Dislike
45,Male,Hinduism,Vietnamese,Master or above,3,School Website,Library,8,Basketball Court,5,Disagree,Yes,29/01/2022,51,Partly Dislike
22,Male,Confucianism,Filipino,Master or above,3,Social Media,VA room,2,Library,2,Disagree,,28/01/2022,45,Normal
26,Female,Confucianism,Cantonese,Primary School or below,2,School Website,Library,4,Canteen,3,Strongly Disagree,No,28/01/2022,56,Partly Like
52,Male,Protestantism,English,University,3,Social Media,Bio Lab,9,VA room,8,Strongly Agree,No,28/01/2022,22,Partly Like
38,Female,Protestantism,Thai,Secondary School/Associate Degree/Diploma,3,Social Media,Chem Lab,0,Canteen,9,Agree,Yes,28/01/2022,38,Normal
19,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Hall,0,VA room,2,Agree,No,28/01/2022,38,Partly Dislike
44,Male,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Canteen,7,Chem Lab,7,Disagree,Yes,28/01/2022,36,Partly Dislike
30,Male,Hinduism,Indonesian,Primary School or below,4,Newspaper/ Magazine,Chem Lab,7,Phy Lab,2,Strongly Agree,No,29/01/2022,56,Partly Dislike
35,Non-binary,Protestantism,Cantonese,Primary School or below,4,School Website,Library,9,Bio Lab,10,Strongly Disagree,No,29/01/2022,29,Partly Dislike
26,Female,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,2,Social Media,Bio Lab,6,Chem Lab,1,Strongly Agree,Yes,29/01/2022,21,Partly Dislike
46,Female,Protestantism,Indonesian,University,1,Newspaper/ Magazine,VA room,0,Library,4,Agree,No,29/01/2022,48,Partly Dislike
47,Female,Buddhism,Filipino,Primary School or below,0,Social Media,Hall,2,Phy Lab,7,Agree,Yes,29/01/2022,26,Strongly Like
44,Female,Buddhism,English,Primary School or below,2,School Website,Chem Lab,4,Library,2,Strongly Agree,Yes,29/01/2022,9,Strongly Dislike
54,Agender,Confucianism,Vietnamese,Master or above,1,Friends/Extended Family/Neighbour,Library,5,Basketball Court,5,Agree,Yes,28/01/2022,30,Partly Dislike
33,Female,Islam,Vietnamese,Master or above,3,Social Media,VA room,5,Basketball Court,7,Disagree,No,28/01/2022,15,Normal
31,Polygender,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Library,5,Chem Lab,3,Agree,,28/01/2022,49,Strongly Dislike
31,Genderqueer,Protestantism,Cantonese,Primary School or below,5,Newspaper/ Magazine,Library,9,Phy Lab,0,Agree,No,29/01/2022,17,Partly Dislike
23,Male,Sikhism,Thai,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Phy Lab,9,Hall,10,Strongly Disagree,,29/01/2022,14,Normal
45,Male,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,2,Social Media,Bio Lab,9,Hall,2,Agree,,29/01/2022,13,Strongly Like
49,Male,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Library,4,Bio Lab,8,Strongly Agree,Yes,29/01/2022,19,Normal
58,Female,Confucianism,Mandarin,Secondary School/Associate Degree/Diploma,2,Social Media,Phy Lab,3,Library,7,Agree,Yes,28/01/2022,12,Strongly Like
30,Polygender,Sikhism,Thai,Primary School or below,3,Social Media,Phy Lab,8,Hall,4,Disagree,,28/01/2022,38,Partly Dislike
50,Female,Chinese God,Vietnamese,University,1,School Website,Canteen,3,Hall,7,Strongly Agree,Yes,29/01/2022,45,Strongly Like
53,Female,Chinese God,Cantonese,University,4,School Website,Chem Lab,8,Canteen,8,Strongly Agree,No,28/01/2022,48,Normal
36,Male,Protestantism,Filipino,Master or above,2,Social Media,Hall,1,Basketball Court,3,Strongly Agree,No,29/01/2022,49,Normal
19,Female,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Library,5,Canteen,0,Disagree,No,29/01/2022,19,Strongly Dislike
28,Female,Chinese God,English,University,5,Friends/Extended Family/Neighbour,Library,3,Library,1,Strongly Agree,No,28/01/2022,34,Normal
36,Male,Sikhism,Cantonese,University,4,Friends/Extended Family/Neighbour,Hall,8,VA room,10,Disagree,Yes,29/01/2022,24,Partly Like
26,Female,Sikhism,Thai,Primary School or below,5,School Website,VA room,3,Phy Lab,10,Strongly Agree,Yes,28/01/2022,18,Normal
30,Female,Chinese God,Filipino,Master or above,0,Social Media,Basketball Court,5,Chem Lab,0,Disagree,,28/01/2022,33,Partly Like
37,Female,Taoism,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Hall,9,Basketball Court,8,Strongly Disagree,No,28/01/2022,52,Partly Like
34,Male,Chinese God,Indonesian,University,5,Friends/Extended Family/Neighbour,Basketball Court,6,Chem Lab,0,Agree,No,29/01/2022,36,Strongly Like
41,Bigender,Islam,English,Master or above,5,Social Media,Phy Lab,10,Chem Lab,2,Strongly Agree,Yes,28/01/2022,37,Strongly Dislike
19,Male,Islam,Thai,University,1,Friends/Extended Family/Neighbour,Library,1,Phy Lab,7,Disagree,No,28/01/2022,19,Strongly Like
30,Male,Islam,Mandarin,University,2,Newspaper/ Magazine,Bio Lab,9,VA room,2,Strongly Agree,No,28/01/2022,30,Partly Dislike
33,Male,Confucianism,English,Primary School or below,1,Friends/Extended Family/Neighbour,Phy Lab,9,Bio Lab,10,Disagree,,29/01/2022,14,Strongly Like
24,Female,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,3,School Website,VA room,5,Library,3,Strongly Agree,No,28/01/2022,13,Partly Like
28,Genderqueer,Catholicism,Mandarin,Master or above,0,Newspaper/ Magazine,Basketball Court,3,Chem Lab,5,Agree,No,29/01/2022,44,Normal
45,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,5,School Website,Bio Lab,9,Chem Lab,6,Agree,Yes,28/01/2022,19,Normal
43,Male,Hinduism,Mandarin,Secondary School/Associate Degree/Diploma,0,School Website,Hall,1,Phy Lab,4,Strongly Disagree,,29/01/2022,18,Strongly Dislike
36,Male,Taoism,Thai,University,3,School Website,Phy Lab,8,Basketball Court,8,Agree,Yes,29/01/2022,10,Normal
27,Male,Protestantism,Vietnamese,Master or above,0,Friends/Extended Family/Neighbour,Chem Lab,6,Phy Lab,10,Strongly Disagree,No,29/01/2022,31,Partly Like
57,Female,Hinduism,Filipino,Master or above,5,School Website,Chem Lab,1,Library,7,Disagree,Yes,29/01/2022,40,Partly Dislike
44,Female,Sikhism,Cantonese,Primary School or below,2,Friends/Extended Family/Neighbour,Basketball Court,7,Basketball Court,7,Agree,No,29/01/2022,51,Normal
54,Male,Taoism,Vietnamese,Primary School or below,2,Social Media,Canteen,3,VA room,3,Disagree,Yes,29/01/2022,42,Strongly Dislike
37,Non-binary,Buddhism,Mandarin,Master or above,5,Friends/Extended Family/Neighbour,Canteen,3,VA room,3,Neutral,,29/01/2022,11,Partly Like
25,Male,Confucianism,Vietnamese,Secondary School/Associate Degree/Diploma,1,Social Media,Phy Lab,1,Phy Lab,5,Strongly Agree,Yes,29/01/2022,34,Normal
60,Male,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,1,School Website,Chem Lab,4,Basketball Court,4,Neutral,,28/01/2022,55,Strongly Like
21,Male,Confucianism,Thai,University,4,Friends/Extended Family/Neighbour,Phy Lab,10,Chem Lab,8,Agree,Yes,29/01/2022,39,Partly Dislike
19,Male,Chinese God,Filipino,University,2,Friends/Extended Family/Neighbour,Chem Lab,6,Bio Lab,4,Disagree,Yes,29/01/2022,49,Strongly Dislike
53,Female,Catholicism,Cantonese,Primary School or below,1,School Website,Canteen,0,Library,1,Disagree,No,28/01/2022,18,Strongly Like
39,Male,Hinduism,Thai,Secondary School/Associate Degree/Diploma,1,School Website,Phy Lab,3,Canteen,9,Agree,Yes,29/01/2022,48,Partly Dislike
57,Female,Confucianism,Cantonese,University,1,School Website,Library,4,Canteen,10,Strongly Disagree,No,28/01/2022,11,Strongly Like
57,Female,Catholicism,English,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Canteen,3,Phy Lab,2,Strongly Disagree,Yes,28/01/2022,45,Strongly Like
46,Male,Islam,Thai,University,3,School Website,Basketball Court,2,Canteen,9,Disagree,Yes,28/01/2022,51,Partly Like
40,Female,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Basketball Court,5,Canteen,1,Strongly Agree,Yes,28/01/2022,44,Partly Dislike
40,Male,Sikhism,Mandarin,Master or above,0,Friends/Extended Family/Neighbour,Library,8,Library,10,Disagree,Yes,29/01/2022,19,Strongly Dislike
49,Female,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,4,Friends/Extended Family/Neighbour,Canteen,5,Bio Lab,9,Disagree,No,29/01/2022,45,Strongly Like
38,Male,Sikhism,English,University,4,Social Media,Library,3,Hall,1,Neutral,No,29/01/2022,36,Partly Dislike
38,Polygender,Chinese God,Indonesian,University,1,School Website,VA room,1,VA room,6,Disagree,No,29/01/2022,41,Strongly Like
39,Male,Sikhism,English,University,1,Social Media,Library,6,Basketball Court,5,Disagree,Yes,29/01/2022,26,Strongly Like
57,Male,Buddhism,Indonesian,University,4,Social Media,Library,7,Basketball Court,10,Neutral,Yes,28/01/2022,5,Strongly Dislike
22,Male,Islam,Thai,University,0,Social Media,Hall,8,Phy Lab,8,Agree,No,28/01/2022,47,Strongly Like
39,Male,Protestantism,Thai,Primary School or below,5,School Website,Library,7,VA room,10,Disagree,,29/01/2022,7,Partly Like
44,Female,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,4,School Website,Canteen,4,VA room,10,Neutral,,28/01/2022,51,Partly Dislike
21,Male,Taoism,Filipino,Primary School or below,0,Social Media,Chem Lab,4,Basketball Court,8,Strongly Agree,,29/01/2022,43,Partly Dislike
49,Male,Islam,English,Primary School or below,0,Social Media,Bio Lab,10,VA room,1,Disagree,,29/01/2022,60,Strongly Like
52,Non-binary,Sikhism,Mandarin,Master or above,2,Friends/Extended Family/Neighbour,Chem Lab,9,Bio Lab,1,Agree,,28/01/2022,8,Partly Like
37,Male,Buddhism,Vietnamese,Primary School or below,1,Friends/Extended Family/Neighbour,Library,7,Basketball Court,9,Agree,,29/01/2022,42,Strongly Dislike
39,Male,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Canteen,2,Phy Lab,7,Strongly Disagree,Yes,28/01/2022,40,Strongly Dislike
49,Female,Buddhism,Cantonese,Primary School or below,1,Newspaper/ Magazine,Library,8,Chem Lab,5,Strongly Disagree,Yes,29/01/2022,11,Partly Like
51,Female,Islam,English,Master or above,1,Newspaper/ Magazine,Phy Lab,2,Hall,0,Neutral,Yes,29/01/2022,6,Strongly Like
55,Male,Buddhism,Indonesian,Primary School or below,4,Friends/Extended Family/Neighbour,Basketball Court,2,Library,7,Disagree,No,28/01/2022,41,Strongly Dislike
24,Male,Islam,Mandarin,Secondary School/Associate Degree/Diploma,1,Social Media,Library,5,Hall,8,Disagree,Yes,28/01/2022,13,Partly Like
44,Female,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,8,Library,0,Neutral,No,29/01/2022,42,Strongly Dislike
19,Non-binary,Hinduism,Cantonese,University,4,Friends/Extended Family/Neighbour,Chem Lab,2,Library,4,Disagree,Yes,29/01/2022,21,Strongly Dislike
28,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Chem Lab,1,Canteen,3,Strongly Agree,Yes,28/01/2022,31,Partly Like
47,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,VA room,0,Library,5,Agree,No,29/01/2022,47,Normal
47,Male,Taoism,Cantonese,Master or above,3,School Website,VA room,0,VA room,5,Neutral,Yes,28/01/2022,25,Partly Like
27,Male,Confucianism,Filipino,Master or above,4,School Website,Phy Lab,2,Bio Lab,9,Strongly Agree,No,28/01/2022,41,Partly Dislike
58,Female,Chinese God,Filipino,Primary School or below,4,Social Media,VA room,5,Bio Lab,8,Agree,,29/01/2022,10,Partly Like
55,Male,Chinese God,Indonesian,University,0,Friends/Extended Family/Neighbour,Phy Lab,9,Bio Lab,10,Neutral,Yes,29/01/2022,33,Strongly Like
52,Female,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,5,Social Media,Phy Lab,4,Bio Lab,4,Agree,No,29/01/2022,53,Partly Like
28,Male,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,0,School Website,Phy Lab,2,Canteen,0,Strongly Disagree,Yes,29/01/2022,15,Strongly Like
54,Male,Confucianism,English,Master or above,4,School Website,Hall,7,Library,6,Agree,No,29/01/2022,57,Strongly Dislike
25,Female,Taoism,Thai,Primary School or below,0,School Website,Basketball Court,1,Canteen,5,Disagree,No,28/01/2022,16,Strongly Dislike
52,Male,Chinese God,Mandarin,University,0,Social Media,VA room,2,Basketball Court,6,Agree,No,28/01/2022,46,Partly Like
25,Female,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,Phy Lab,3,Phy Lab,0,Strongly Disagree,Yes,28/01/2022,12,Partly Like
46,Female,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,2,Social Media,Phy Lab,2,Basketball Court,6,Agree,,28/01/2022,53,Strongly Dislike
19,Female,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,4,Social Media,Chem Lab,6,Hall,6,Neutral,Yes,29/01/2022,20,Strongly Dislike
60,Female,Protestantism,English,Primary School or below,3,Newspaper/ Magazine,Phy Lab,2,Hall,3,Disagree,No,28/01/2022,55,Strongly Like
51,Male,Islam,Mandarin,Master or above,1,Friends/Extended Family/Neighbour,Chem Lab,10,Bio Lab,3,Strongly Agree,,28/01/2022,46,Normal
56,Female,Chinese God,Filipino,Primary School or below,2,Newspaper/ Magazine,Chem Lab,3,Canteen,10,Agree,No,28/01/2022,24,Strongly Dislike
31,Female,Sikhism,Filipino,University,2,Newspaper/ Magazine,VA room,0,Hall,1,Disagree,,28/01/2022,58,Partly Dislike
23,Agender,Confucianism,Indonesian,Master or above,5,Newspaper/ Magazine,Phy Lab,4,Library,6,Disagree,Yes,28/01/2022,48,Strongly Like
26,Male,Sikhism,Cantonese,Master or above,1,Friends/Extended Family/Neighbour,Basketball Court,8,Phy Lab,10,Agree,,29/01/2022,12,Normal
34,Female,Islam,Indonesian,Primary School or below,1,Newspaper/ Magazine,Canteen,8,Basketball Court,0,Strongly Agree,Yes,29/01/2022,17,Strongly Dislike
56,Male,Taoism,Filipino,University,0,Social Media,Library,9,Hall,5,Agree,Yes,29/01/2022,40,Strongly Dislike
30,Female,Protestantism,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Library,3,Basketball Court,5,Strongly Agree,No,28/01/2022,36,Partly Dislike
38,Male,Taoism,Vietnamese,Secondary School/Associate Degree/Diploma,5,School Website,Hall,7,Hall,2,Strongly Agree,Yes,29/01/2022,39,Partly Like
55,Male,Sikhism,Filipino,University,5,Friends/Extended Family/Neighbour,Bio Lab,3,Hall,9,Strongly Agree,Yes,28/01/2022,41,Strongly Like
59,Polygender,Islam,Indonesian,Master or above,2,Social Media,Phy Lab,7,Library,8,Agree,Yes,28/01/2022,44,Strongly Like
38,Male,Sikhism,Thai,Secondary School/Associate Degree/Diploma,5,School Website,Bio Lab,5,VA room,10,Strongly Agree,,29/01/2022,38,Normal
28,Female,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,5,School Website,Hall,3,Bio Lab,4,Strongly Disagree,,29/01/2022,52,Partly Dislike
38,Female,Protestantism,English,Master or above,4,School Website,Chem Lab,9,Hall,9,Agree,Yes,29/01/2022,21,Partly Dislike
53,Male,Hinduism,English,Master or above,5,Social Media,Canteen,5,Canteen,0,Disagree,No,29/01/2022,45,Normal
49,Male,Chinese God,Indonesian,University,4,School Website,Chem Lab,5,Basketball Court,4,Agree,,28/01/2022,36,Partly Dislike
33,Female,Confucianism,Cantonese,Master or above,3,Friends/Extended Family/Neighbour,Basketball Court,4,Library,7,Neutral,,29/01/2022,38,Strongly Dislike
26,Female,Chinese God,Filipino,Master or above,0,Friends/Extended Family/Neighbour,Hall,10,Library,6,Neutral,Yes,29/01/2022,39,Partly Dislike
27,Male,Sikhism,Vietnamese,Primary School or below,0,Newspaper/ Magazine,Hall,3,Canteen,4,Agree,No,28/01/2022,32,Partly Dislike
60,Female,Sikhism,Filipino,Primary School or below,1,Social Media,Basketball Court,0,Library,8,Strongly Disagree,No,28/01/2022,60,Strongly Like
27,Female,Hinduism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Canteen,6,Canteen,0,Strongly Agree,Yes,29/01/2022,43,Strongly Dislike
39,Male,Islam,Indonesian,Master or above,4,Social Media,Hall,1,Phy Lab,0,Neutral,,28/01/2022,6,Partly Dislike
24,Male,Catholicism,Filipino,Primary School or below,1,School Website,Hall,0,Chem Lab,9,Strongly Disagree,No,29/01/2022,11,Strongly Like
33,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,4,School Website,Canteen,4,Chem Lab,5,Disagree,Yes,29/01/2022,18,Partly Dislike
50,Male,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,7,Basketball Court,2,Strongly Agree,Yes,28/01/2022,51,Strongly Like
25,Female,Protestantism,Filipino,University,2,Newspaper/ Magazine,Canteen,9,Basketball Court,1,Neutral,Yes,28/01/2022,8,Strongly Dislike
33,Male,Protestantism,Indonesian,Primary School or below,0,Friends/Extended Family/Neighbour,Chem Lab,0,Chem Lab,1,Neutral,Yes,29/01/2022,43,Partly Dislike
34,Male,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,1,Social Media,VA room,10,Hall,9,Neutral,,29/01/2022,30,Strongly Dislike
23,Male,Hinduism,English,University,0,Social Media,Bio Lab,9,Bio Lab,3,Disagree,No,29/01/2022,22,Normal
27,Female,Sikhism,English,University,1,School Website,Hall,9,Library,8,Disagree,Yes,29/01/2022,12,Partly Like
24,Male,Taoism,Indonesian,Primary School or below,4,School Website,Bio Lab,0,VA room,1,Strongly Agree,No,28/01/2022,9,Partly Dislike
33,Female,Taoism,Thai,Master or above,1,Friends/Extended Family/Neighbour,Phy Lab,1,Canteen,6,Neutral,,28/01/2022,45,Normal
51,Female,Buddhism,Filipino,Secondary School/Associate Degree/Diploma,5,School Website,Basketball Court,8,Phy Lab,2,Strongly Disagree,Yes,28/01/2022,22,Strongly Like
21,Female,Chinese God,Mandarin,University,2,Friends/Extended Family/Neighbour,Library,6,Chem Lab,1,Strongly Agree,Yes,28/01/2022,48,Normal
19,Male,Chinese God,Mandarin,Primary School or below,2,Social Media,Chem Lab,7,Phy Lab,0,Disagree,,28/01/2022,51,Strongly Like
20,Female,Islam,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,0,Basketball Court,9,Neutral,No,28/01/2022,53,Strongly Like
44,Female,Protestantism,Filipino,Primary School or below,3,Friends/Extended Family/Neighbour,Hall,9,VA room,2,Strongly Disagree,No,28/01/2022,59,Partly Dislike
22,Male,Buddhism,English,University,1,Social Media,VA room,7,Basketball Court,9,Disagree,No,29/01/2022,56,Normal
26,Female,Islam,Indonesian,University,4,School Website,Canteen,4,Canteen,10,Strongly Agree,Yes,28/01/2022,23,Strongly Like
32,Male,Chinese God,Cantonese,Master or above,3,School Website,Bio Lab,0,Canteen,9,Strongly Agree,Yes,28/01/2022,21,Strongly Like
37,Male,Buddhism,Filipino,University,3,Newspaper/ Magazine,Library,10,VA room,7,Strongly Disagree,Yes,29/01/2022,57,Normal
