age,gender,religion,spokenLanguage,education,numberOfChildren,channel,goodPlace,goodPlaceScore,badPlace,badPlaceScore,teacherFriendly,choose,createdTime,travelTime
56,Female,Catholicism,English,University,4,Newspaper/ Magazine,Bio Lab,9,Canteen,0,Strongly Agree,Yes,28/01/2021,53
32,Agender,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,3,Social Media,Library,6,Bio Lab,1,Strongly Agree,No,28/01/2021,26
27,Male,Sikhism,Thai,University,2,Friends/Extended Family/Neighbour,Library,0,Chem Lab,7,Agree,,29/01/2021,36
60,Female,Islam,English,Master or above,5,Friends/Extended Family/Neighbour,VA room,6,Library,5,Strongly Disagree,No,29/01/2021,40
35,Male,Sikhism,Thai,University,3,Social Media,Canteen,10,Basketball Court,8,Strongly Disagree,Yes,28/01/2021,10
56,Non-binary,Islam,Indonesian,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Library,5,Bio Lab,10,Strongly Agree,No,29/01/2021,7
19,Female,Catholicism,Filipino,Primary School or below,1,Newspaper/ Magazine,Phy Lab,3,Phy Lab,7,Strongly Disagree,Yes,29/01/2021,46
43,Male,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,0,School Website,Chem Lab,10,Bio Lab,10,Strongly Disagree,Yes,28/01/2021,56
29,Female,Islam,Mandarin,University,1,Newspaper/ Magazine,Library,4,Library,9,Disagree,No,29/01/2021,19
27,Genderfluid,Hinduism,Filipino,Primary School or below,4,Newspaper/ Magazine,Basketball Court,9,Bio Lab,3,Strongly Agree,Yes,28/01/2021,45
42,Male,Chinese God,Filipino,University,5,Friends/Extended Family/Neighbour,Library,3,VA room,8,Strongly Disagree,No,29/01/2021,54
34,Agender,Buddhism,Thai,University,2,School Website,Canteen,3,Chem Lab,8,Agree,No,29/01/2021,19
48,Male,Taoism,Mandarin,Master or above,2,School Website,Chem Lab,6,Basketball Court,10,Agree,Yes,29/01/2021,14
33,Female,Taoism,English,Master or above,2,Social Media,Chem Lab,3,Bio Lab,3,Strongly Disagree,Yes,29/01/2021,35
29,Female,Taoism,English,University,5,Social Media,Library,6,Basketball Court,1,Strongly Agree,Yes,28/01/2021,32
56,Male,Taoism,Mandarin,Primary School or below,5,Newspaper/ Magazine,Hall,1,Bio Lab,7,Neutral,,29/01/2021,60
42,Male,Islam,Filipino,Master or above,0,Newspaper/ Magazine,Canteen,3,Canteen,9,Strongly Agree,Yes,29/01/2021,10
52,Agender,Hinduism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Canteen,7,Bio Lab,2,Strongly Disagree,No,29/01/2021,9
30,Female,Protestantism,Filipino,Master or above,1,Social Media,VA room,8,Chem Lab,8,Strongly Agree,No,28/01/2021,18
60,Female,Catholicism,Thai,Secondary School/Associate Degree/Diploma,2,Social Media,VA room,9,Bio Lab,7,Strongly Agree,Yes,28/01/2021,27
33,Male,Chinese God,Indonesian,Master or above,0,Friends/Extended Family/Neighbour,Canteen,6,Basketball Court,0,Disagree,No,28/01/2021,25
24,Female,Catholicism,Cantonese,Secondary School/Associate Degree/Diploma,3,School Website,Hall,10,Library,3,Strongly Disagree,Yes,29/01/2021,55
30,Female,Confucianism,Cantonese,Master or above,2,Friends/Extended Family/Neighbour,Chem Lab,9,Hall,4,Agree,,29/01/2021,45
36,Male,Confucianism,Filipino,Primary School or below,5,Newspaper/ Magazine,Hall,8,Chem Lab,5,Strongly Agree,,29/01/2021,22
58,Male,Taoism,Vietnamese,University,5,Newspaper/ Magazine,Canteen,0,Bio Lab,5,Agree,No,28/01/2021,9
60,Male,Confucianism,Thai,Secondary School/Associate Degree/Diploma,3,Social Media,Hall,6,Basketball Court,6,Neutral,No,29/01/2021,29
43,Female,Catholicism,Vietnamese,Master or above,0,School Website,Canteen,9,VA room,4,Strongly Agree,No,29/01/2021,22
43,Female,Taoism,Mandarin,University,3,School Website,Bio Lab,5,Bio Lab,8,Neutral,No,29/01/2021,34
46,Female,Protestantism,Indonesian,Secondary School/Associate Degree/Diploma,0,School Website,Phy Lab,4,Bio Lab,2,Neutral,No,29/01/2021,59
36,Female,Taoism,Cantonese,Master or above,3,Friends/Extended Family/Neighbour,Canteen,6,Chem Lab,9,Neutral,No,29/01/2021,7
33,Female,Islam,Indonesian,University,4,Newspaper/ Magazine,Hall,10,Basketball Court,1,Disagree,Yes,29/01/2021,49
36,Male,Chinese God,Cantonese,Secondary School/Associate Degree/Diploma,1,Social Media,Hall,9,VA room,2,Neutral,No,28/01/2021,36
51,Male,Buddhism,Indonesian,Master or above,1,Social Media,Library,10,Phy Lab,3,Agree,,29/01/2021,21
40,Male,Taoism,Cantonese,Secondary School/Associate Degree/Diploma,4,Social Media,Canteen,5,Hall,7,Neutral,No,29/01/2021,22
24,Genderqueer,Buddhism,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Bio Lab,5,Canteen,3,Agree,No,29/01/2021,20
31,Male,Confucianism,Mandarin,University,2,School Website,VA room,9,Chem Lab,0,Strongly Disagree,No,29/01/2021,40
28,Female,Hinduism,Thai,Primary School or below,3,Friends/Extended Family/Neighbour,Library,5,Canteen,6,Strongly Disagree,,28/01/2021,57
22,Male,Hinduism,Mandarin,Primary School or below,1,Social Media,Chem Lab,3,Phy Lab,9,Agree,No,29/01/2021,7
59,Male,Taoism,Vietnamese,University,5,Social Media,Hall,9,Phy Lab,6,Disagree,No,29/01/2021,17
29,Male,Hinduism,Vietnamese,Primary School or below,4,Friends/Extended Family/Neighbour,Chem Lab,4,Library,5,Strongly Agree,Yes,28/01/2021,50
39,Female,Taoism,Filipino,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Library,0,Chem Lab,10,Strongly Agree,No,28/01/2021,54
43,Male,Islam,Mandarin,University,3,Social Media,Chem Lab,3,Canteen,9,Disagree,Yes,28/01/2021,7
41,Female,Protestantism,Thai,Primary School or below,1,School Website,Chem Lab,1,Canteen,1,Agree,No,29/01/2021,54
18,Male,Taoism,English,Primary School or below,3,Friends/Extended Family/Neighbour,Basketball Court,8,Hall,4,Agree,No,28/01/2021,35
30,Female,Islam,Indonesian,University,3,Newspaper/ Magazine,Basketball Court,8,VA room,3,Strongly Disagree,,29/01/2021,20
40,Female,Hinduism,Filipino,University,3,Social Media,Library,7,Phy Lab,4,Strongly Agree,No,28/01/2021,12
33,Female,Taoism,Indonesian,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,VA room,6,Library,5,Strongly Agree,No,28/01/2021,13
35,Male,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,VA room,3,Basketball Court,1,Agree,No,28/01/2021,56
50,Female,Confucianism,Filipino,University,2,Friends/Extended Family/Neighbour,VA room,10,Canteen,0,Disagree,No,29/01/2021,24
22,Male,Islam,Mandarin,Master or above,2,Social Media,Hall,0,Chem Lab,3,Neutral,No,28/01/2021,8
19,Male,Chinese God,Thai,Master or above,2,Newspaper/ Magazine,Phy Lab,7,Canteen,2,Neutral,Yes,29/01/2021,49
21,Male,Sikhism,Vietnamese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,0,VA room,3,Strongly Disagree,Yes,28/01/2021,46
28,Male,Hinduism,Vietnamese,University,4,Friends/Extended Family/Neighbour,VA room,1,Phy Lab,1,Agree,Yes,28/01/2021,5
38,Female,Protestantism,Indonesian,Primary School or below,0,Friends/Extended Family/Neighbour,Phy Lab,3,Bio Lab,3,Agree,No,28/01/2021,43
22,Male,Protestantism,Cantonese,Primary School or below,4,Friends/Extended Family/Neighbour,VA room,4,Hall,4,Agree,No,29/01/2021,60
47,Female,Sikhism,Indonesian,Primary School or below,0,Social Media,VA room,3,Library,1,Strongly Agree,Yes,28/01/2021,14
28,Male,Protestantism,Indonesian,University,1,School Website,Basketball Court,7,Chem Lab,0,Strongly Agree,No,29/01/2021,13
57,Agender,Sikhism,Mandarin,Primary School or below,3,Social Media,Bio Lab,2,Chem Lab,7,Strongly Agree,,28/01/2021,59
39,Male,Buddhism,Vietnamese,Primary School or below,2,School Website,Phy Lab,1,Chem Lab,1,Strongly Agree,No,29/01/2021,29
37,Female,Catholicism,Thai,Secondary School/Associate Degree/Diploma,2,Social Media,Canteen,1,Bio Lab,8,Neutral,No,29/01/2021,31
59,Male,Sikhism,Thai,Primary School or below,5,Social Media,Hall,7,Chem Lab,9,Agree,Yes,29/01/2021,59
42,Female,Hinduism,Cantonese,Master or above,5,Newspaper/ Magazine,Library,5,Canteen,9,Agree,No,29/01/2021,42
18,Genderqueer,Islam,Cantonese,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Phy Lab,8,Basketball Court,0,Neutral,No,29/01/2021,38
25,Male,Catholicism,Filipino,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Library,0,Canteen,8,Neutral,Yes,29/01/2021,26
57,Male,Confucianism,Cantonese,Master or above,0,School Website,VA room,3,Canteen,5,Agree,No,28/01/2021,42
47,Female,Islam,Thai,Secondary School/Associate Degree/Diploma,3,Social Media,Basketball Court,5,Basketball Court,4,Agree,No,29/01/2021,54
28,Female,Hinduism,English,University,5,Social Media,VA room,3,Canteen,2,Strongly Agree,No,29/01/2021,43
52,Male,Hinduism,Cantonese,Master or above,5,School Website,Basketball Court,10,Canteen,1,Disagree,No,29/01/2021,37
37,Male,Catholicism,Vietnamese,University,5,Friends/Extended Family/Neighbour,Bio Lab,6,VA room,2,Disagree,No,29/01/2021,7
29,Male,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,3,Social Media,Chem Lab,0,Phy Lab,8,Strongly Agree,,29/01/2021,26
42,Female,Hinduism,Mandarin,Primary School or below,3,Social Media,Canteen,4,Chem Lab,9,Neutral,Yes,28/01/2021,36
56,Female,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,1,Social Media,Canteen,3,Bio Lab,8,Agree,Yes,29/01/2021,30
29,Male,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,0,Newspaper/ Magazine,Hall,8,Basketball Court,4,Disagree,No,29/01/2021,49
54,Male,Buddhism,Filipino,University,5,Friends/Extended Family/Neighbour,Phy Lab,3,Basketball Court,5,Disagree,No,29/01/2021,41
32,Male,Chinese God,Indonesian,Primary School or below,0,Social Media,Canteen,8,Basketball Court,6,Strongly Agree,,29/01/2021,5
56,Male,Sikhism,Indonesian,Primary School or below,1,School Website,VA room,4,VA room,7,Strongly Agree,Yes,28/01/2021,25
37,Bigender,Protestantism,Cantonese,University,0,Social Media,Chem Lab,0,Chem Lab,5,Neutral,Yes,28/01/2021,30
34,Male,Sikhism,English,Primary School or below,5,Newspaper/ Magazine,Library,4,VA room,9,Strongly Agree,No,28/01/2021,50
59,Female,Chinese God,Filipino,University,0,Newspaper/ Magazine,Chem Lab,10,VA room,0,Neutral,No,29/01/2021,41
27,Male,Confucianism,Mandarin,Primary School or below,4,Friends/Extended Family/Neighbour,Phy Lab,3,Hall,7,Disagree,Yes,28/01/2021,22
20,Female,Taoism,Mandarin,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Phy Lab,6,Canteen,3,Neutral,Yes,29/01/2021,23
60,Female,Taoism,Filipino,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,6,Chem Lab,2,Strongly Agree,No,28/01/2021,18
35,Female,Islam,English,Primary School or below,0,Newspaper/ Magazine,Hall,3,VA room,10,Neutral,Yes,28/01/2021,53
34,Female,Protestantism,Filipino,Master or above,4,Social Media,Phy Lab,3,Chem Lab,1,Strongly Agree,Yes,28/01/2021,27
25,Male,Buddhism,Mandarin,Primary School or below,4,Friends/Extended Family/Neighbour,Bio Lab,9,Chem Lab,3,Agree,Yes,29/01/2021,7
31,Female,Taoism,Filipino,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Phy Lab,1,Bio Lab,7,Strongly Agree,,29/01/2021,32
20,Agender,Protestantism,Filipino,Master or above,1,Social Media,Hall,8,Basketball Court,4,Strongly Agree,No,29/01/2021,51
35,Male,Hinduism,Mandarin,University,1,Friends/Extended Family/Neighbour,Chem Lab,2,Phy Lab,8,Agree,Yes,28/01/2021,47
43,Female,Catholicism,Thai,Secondary School/Associate Degree/Diploma,0,School Website,Hall,3,Hall,0,Agree,Yes,29/01/2021,28
32,Male,Hinduism,Vietnamese,Secondary School/Associate Degree/Diploma,0,Social Media,Hall,5,Canteen,9,Agree,No,29/01/2021,60
25,Female,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,0,School Website,Phy Lab,8,Phy Lab,10,Disagree,Yes,28/01/2021,23
33,Female,Catholicism,Mandarin,Secondary School/Associate Degree/Diploma,1,Friends/Extended Family/Neighbour,Bio Lab,2,Basketball Court,10,Strongly Agree,No,28/01/2021,39
52,Male,Sikhism,Thai,Master or above,2,Newspaper/ Magazine,VA room,3,Bio Lab,5,Disagree,Yes,29/01/2021,33
60,Female,Hinduism,Indonesian,Master or above,4,Newspaper/ Magazine,VA room,7,Canteen,0,Neutral,Yes,28/01/2021,17
22,Male,Chinese God,Mandarin,Master or above,3,Social Media,Hall,2,Chem Lab,5,Strongly Disagree,No,28/01/2021,17
22,Female,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,0,Social Media,Phy Lab,7,VA room,10,Disagree,Yes,28/01/2021,5
31,Male,Sikhism,English,Primary School or below,5,Newspaper/ Magazine,Basketball Court,5,Canteen,2,Agree,Yes,28/01/2021,28
54,Male,Confucianism,English,Master or above,2,School Website,Bio Lab,10,Canteen,4,Disagree,No,28/01/2021,28
36,Male,Taoism,Indonesian,University,5,School Website,Canteen,1,Bio Lab,0,Strongly Agree,No,28/01/2021,19
42,Female,Taoism,Cantonese,Master or above,4,School Website,Bio Lab,10,Bio Lab,7,Disagree,Yes,29/01/2021,18
48,Male,Confucianism,Thai,Primary School or below,2,School Website,Hall,10,Hall,2,Disagree,,28/01/2021,16
18,Male,Taoism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Chem Lab,4,VA room,3,Agree,Yes,28/01/2021,54
39,Female,Hinduism,Filipino,Primary School or below,3,Social Media,Bio Lab,1,Hall,4,Neutral,Yes,28/01/2021,24
42,Male,Taoism,English,Master or above,4,Friends/Extended Family/Neighbour,VA room,0,Library,3,Strongly Disagree,Yes,28/01/2021,58
46,Female,Sikhism,Cantonese,University,4,School Website,VA room,0,Phy Lab,10,Agree,No,29/01/2021,56
48,Female,Buddhism,Mandarin,Primary School or below,3,School Website,Phy Lab,2,Library,5,Agree,Yes,28/01/2021,55
18,Male,Taoism,English,Secondary School/Associate Degree/Diploma,2,Social Media,Library,1,Basketball Court,2,Agree,Yes,29/01/2021,37
38,Female,Catholicism,English,University,4,School Website,Bio Lab,3,Hall,7,Disagree,Yes,28/01/2021,33
38,Female,Chinese God,Vietnamese,Master or above,5,Friends/Extended Family/Neighbour,Chem Lab,7,Chem Lab,3,Strongly Disagree,Yes,28/01/2021,14
31,Male,Protestantism,Mandarin,Primary School or below,3,School Website,VA room,6,Canteen,8,Neutral,No,28/01/2021,5
26,Male,Protestantism,Indonesian,University,4,Social Media,Chem Lab,3,Bio Lab,0,Agree,No,29/01/2021,32
36,Female,Islam,Indonesian,Master or above,1,Newspaper/ Magazine,Chem Lab,8,Library,4,Agree,Yes,28/01/2021,51
32,Male,Islam,Filipino,Master or above,3,Social Media,Phy Lab,5,Canteen,3,Strongly Agree,Yes,29/01/2021,14
38,Male,Sikhism,Cantonese,Secondary School/Associate Degree/Diploma,1,School Website,Library,8,Basketball Court,2,Strongly Agree,,29/01/2021,41
54,Female,Taoism,Cantonese,Primary School or below,2,Newspaper/ Magazine,Chem Lab,2,VA room,4,Strongly Agree,No,29/01/2021,16
21,Female,Catholicism,Thai,Primary School or below,2,School Website,Bio Lab,5,Phy Lab,2,Agree,,28/01/2021,42
57,Female,Catholicism,Indonesian,Secondary School/Associate Degree/Diploma,5,Social Media,Bio Lab,6,Chem Lab,7,Neutral,Yes,29/01/2021,21
49,Female,Confucianism,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Canteen,1,Phy Lab,9,Strongly Disagree,,29/01/2021,9
20,Male,Protestantism,Vietnamese,Master or above,1,School Website,Basketball Court,1,Hall,5,Agree,No,28/01/2021,27
56,Female,Islam,Vietnamese,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Library,3,Hall,2,Agree,Yes,28/01/2021,17
45,Male,Catholicism,Vietnamese,University,3,Social Media,Bio Lab,1,Canteen,5,Agree,No,29/01/2021,50
21,Female,Protestantism,Cantonese,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Library,5,Hall,0,Neutral,No,28/01/2021,50
28,Non-binary,Confucianism,Filipino,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Chem Lab,7,VA room,9,Neutral,No,29/01/2021,22
29,Female,Chinese God,Mandarin,University,3,Friends/Extended Family/Neighbour,Canteen,7,Basketball Court,5,Agree,Yes,28/01/2021,17
56,Male,Buddhism,Mandarin,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Canteen,0,Canteen,8,Agree,,28/01/2021,47
27,Female,Chinese God,English,Primary School or below,1,Friends/Extended Family/Neighbour,Chem Lab,5,Phy Lab,5,Strongly Agree,Yes,29/01/2021,5
44,Bigender,Sikhism,Thai,Secondary School/Associate Degree/Diploma,5,Friends/Extended Family/Neighbour,Phy Lab,9,Hall,5,Disagree,No,29/01/2021,28
45,Male,Protestantism,Indonesian,Master or above,2,Friends/Extended Family/Neighbour,Basketball Court,1,Canteen,0,Agree,No,28/01/2021,25
55,Female,Hinduism,Vietnamese,Primary School or below,2,Social Media,Bio Lab,5,Canteen,5,Strongly Agree,Yes,28/01/2021,35
51,Male,Sikhism,Vietnamese,University,2,Friends/Extended Family/Neighbour,Basketball Court,2,Library,6,Strongly Agree,Yes,29/01/2021,57
38,Male,Catholicism,Indonesian,Primary School or below,5,School Website,Basketball Court,10,Basketball Court,6,Disagree,,29/01/2021,49
30,Female,Chinese God,Mandarin,Secondary School/Associate Degree/Diploma,1,School Website,Chem Lab,10,Basketball Court,6,Strongly Agree,No,29/01/2021,48
28,Male,Chinese God,English,University,2,Newspaper/ Magazine,Phy Lab,1,Basketball Court,4,Strongly Disagree,No,29/01/2021,45
32,Male,Chinese God,Indonesian,Master or above,3,School Website,Hall,1,Hall,4,Strongly Agree,Yes,28/01/2021,25
31,Male,Buddhism,Indonesian,Primary School or below,1,Friends/Extended Family/Neighbour,Hall,2,Hall,6,Strongly Disagree,No,28/01/2021,20
35,Female,Confucianism,Thai,Master or above,3,School Website,Phy Lab,6,Basketball Court,2,Strongly Disagree,Yes,29/01/2021,7
58,Female,Confucianism,Indonesian,University,3,Friends/Extended Family/Neighbour,Canteen,5,Bio Lab,5,Agree,Yes,28/01/2021,56
42,Female,Catholicism,Filipino,Primary School or below,0,Newspaper/ Magazine,Bio Lab,9,Chem Lab,8,Neutral,,29/01/2021,9
42,Female,Islam,Filipino,Secondary School/Associate Degree/Diploma,2,School Website,Canteen,10,Canteen,0,Disagree,Yes,29/01/2021,27
39,Female,Confucianism,English,Master or above,5,School Website,Hall,6,Canteen,0,Agree,No,29/01/2021,37
59,Male,Protestantism,Filipino,University,5,School Website,Basketball Court,7,Hall,4,Strongly Disagree,Yes,28/01/2021,60
57,Female,Protestantism,Mandarin,Secondary School/Associate Degree/Diploma,0,Social Media,Phy Lab,3,VA room,6,Strongly Agree,No,29/01/2021,39
39,Male,Hinduism,Indonesian,Secondary School/Associate Degree/Diploma,4,School Website,Hall,6,Hall,2,Strongly Agree,,29/01/2021,42
42,Female,Islam,English,Master or above,1,School Website,Phy Lab,3,Phy Lab,9,Disagree,No,29/01/2021,22
43,Female,Protestantism,Thai,Master or above,1,School Website,VA room,1,Phy Lab,0,Agree,No,29/01/2021,24
35,Female,Protestantism,Filipino,Secondary School/Associate Degree/Diploma,2,Newspaper/ Magazine,VA room,10,Phy Lab,7,Agree,,28/01/2021,34
57,Male,Confucianism,Vietnamese,Secondary School/Associate Degree/Diploma,5,Social Media,Library,9,Canteen,5,Neutral,Yes,29/01/2021,52
44,Male,Catholicism,Vietnamese,Master or above,3,Friends/Extended Family/Neighbour,Bio Lab,2,Hall,3,Strongly Disagree,,28/01/2021,22
19,Male,Catholicism,English,Master or above,2,Social Media,Hall,8,Canteen,5,Agree,No,28/01/2021,8
44,Male,Sikhism,Vietnamese,Primary School or below,2,Social Media,Library,8,Basketball Court,8,Disagree,Yes,28/01/2021,24
27,Male,Sikhism,Mandarin,University,5,Friends/Extended Family/Neighbour,VA room,1,Canteen,7,Strongly Disagree,No,28/01/2021,52
33,Female,Buddhism,Filipino,Master or above,3,Friends/Extended Family/Neighbour,Basketball Court,10,Basketball Court,7,Neutral,No,29/01/2021,6
41,Female,Islam,English,Primary School or below,0,School Website,Chem Lab,6,Phy Lab,10,Strongly Agree,Yes,28/01/2021,41
32,Female,Sikhism,Indonesian,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Canteen,2,Bio Lab,1,Strongly Agree,Yes,29/01/2021,39
58,Genderqueer,Confucianism,Indonesian,Master or above,4,School Website,VA room,7,Bio Lab,8,Strongly Disagree,,29/01/2021,10
54,Male,Chinese God,Filipino,Primary School or below,1,Newspaper/ Magazine,Library,4,Library,2,Strongly Disagree,Yes,29/01/2021,38
19,Male,Sikhism,Vietnamese,Primary School or below,2,Newspaper/ Magazine,Canteen,6,Phy Lab,10,Strongly Disagree,No,28/01/2021,12
51,Male,Hinduism,Cantonese,Primary School or below,2,School Website,Canteen,8,Bio Lab,9,Disagree,No,29/01/2021,29
37,Male,Catholicism,Filipino,Master or above,4,Social Media,VA room,7,Phy Lab,4,Strongly Agree,,28/01/2021,19
34,Female,Hinduism,Mandarin,Primary School or below,2,Social Media,Basketball Court,3,Hall,10,Strongly Disagree,Yes,29/01/2021,39
59,Male,Taoism,Thai,Secondary School/Associate Degree/Diploma,3,Friends/Extended Family/Neighbour,Library,8,Canteen,7,Strongly Agree,,28/01/2021,22
52,Genderfluid,Taoism,Indonesian,Primary School or below,1,Friends/Extended Family/Neighbour,Library,8,Canteen,3,Strongly Disagree,No,28/01/2021,50
56,Female,Buddhism,Filipino,Primary School or below,5,School Website,Phy Lab,10,Chem Lab,5,Strongly Disagree,No,29/01/2021,36
31,Female,Protestantism,Thai,Primary School or below,2,School Website,Chem Lab,6,Phy Lab,5,Neutral,Yes,29/01/2021,23
36,Male,Protestantism,Vietnamese,Primary School or below,0,School Website,Chem Lab,10,Chem Lab,3,Neutral,Yes,29/01/2021,40
26,Male,Taoism,Thai,Master or above,4,School Website,Bio Lab,7,Hall,9,Strongly Agree,Yes,28/01/2021,6
41,Male,Hinduism,Indonesian,University,5,Social Media,Phy Lab,7,Basketball Court,7,Neutral,No,28/01/2021,34
43,Female,Taoism,English,University,5,Newspaper/ Magazine,Library,3,Library,4,Strongly Disagree,Yes,28/01/2021,13
34,Male,Buddhism,Vietnamese,Primary School or below,3,School Website,Basketball Court,7,Hall,1,Strongly Agree,No,29/01/2021,47
42,Bigender,Chinese God,Indonesian,Secondary School/Associate Degree/Diploma,5,Social Media,Library,2,Canteen,0,Disagree,Yes,28/01/2021,20
59,Bigender,Buddhism,Mandarin,Primary School or below,2,School Website,Canteen,1,Phy Lab,4,Agree,No,28/01/2021,29
45,Male,Chinese God,English,Primary School or below,2,Newspaper/ Magazine,Basketball Court,3,Canteen,3,Strongly Disagree,,28/01/2021,8
23,Female,Sikhism,English,University,1,Newspaper/ Magazine,VA room,10,Chem Lab,6,Disagree,No,28/01/2021,45
47,Agender,Sikhism,Mandarin,Primary School or below,3,Social Media,Library,1,Phy Lab,5,Agree,No,29/01/2021,41
47,Male,Confucianism,Thai,Master or above,2,Social Media,Library,9,Bio Lab,3,Disagree,,29/01/2021,28
26,Male,Protestantism,English,University,5,Newspaper/ Magazine,Canteen,2,Chem Lab,3,Strongly Disagree,No,28/01/2021,29
48,Female,Chinese God,Thai,Secondary School/Associate Degree/Diploma,5,Social Media,VA room,1,VA room,5,Disagree,No,29/01/2021,14
51,Male,Confucianism,Cantonese,University,4,School Website,VA room,10,Basketball Court,9,Disagree,No,28/01/2021,7
57,Male,Confucianism,Indonesian,Secondary School/Associate Degree/Diploma,5,Newspaper/ Magazine,Hall,6,Phy Lab,0,Neutral,,29/01/2021,34
45,Male,Sikhism,English,Secondary School/Associate Degree/Diploma,4,Newspaper/ Magazine,Chem Lab,0,Hall,10,Agree,No,28/01/2021,9
29,Male,Hinduism,Mandarin,Master or above,3,School Website,Chem Lab,5,Library,6,Neutral,No,28/01/2021,58
28,Female,Catholicism,Vietnamese,University,3,Social Media,Basketball Court,10,Phy Lab,6,Agree,Yes,28/01/2021,32
45,Male,Chinese God,Vietnamese,Secondary School/Associate Degree/Diploma,2,Friends/Extended Family/Neighbour,Bio Lab,10,Basketball Court,7,Disagree,Yes,28/01/2021,32
46,Male,Islam,Thai,Secondary School/Associate Degree/Diploma,3,Newspaper/ Magazine,Chem Lab,0,Hall,7,Agree,Yes,29/01/2021,55
39,Bigender,Islam,Mandarin,University,4,Newspaper/ Magazine,Phy Lab,5,Canteen,2,Strongly Agree,No,28/01/2021,5
35,Female,Chinese God,Filipino,Master or above,2,Newspaper/ Magazine,VA room,1,Bio Lab,7,Agree,Yes,28/01/2021,9
26,Agender,Buddhism,Indonesian,Primary School or below,1,School Website,Phy Lab,8,Bio Lab,6,Strongly Agree,No,28/01/2021,23
18,Female,Confucianism,English,Master or above,1,Newspaper/ Magazine,Chem Lab,10,VA room,4,Strongly Disagree,Yes,29/01/2021,58
60,Male,Catholicism,Indonesian,Master or above,3,Social Media,Hall,0,Hall,0,Strongly Disagree,Yes,29/01/2021,48
37,Male,Taoism,Mandarin,Master or above,0,School Website,VA room,8,Basketball Court,5,Strongly Disagree,Yes,28/01/2021,28
33,Female,Confucianism,English,University,5,Social Media,Phy Lab,1,Phy Lab,4,Neutral,No,28/01/2021,5
50,Female,Islam,English,Primary School or below,5,School Website,VA room,4,Bio Lab,7,Strongly Disagree,Yes,28/01/2021,26
48,Male,Hinduism,Thai,University,1,Newspaper/ Magazine,VA room,9,Bio Lab,1,Strongly Agree,No,29/01/2021,46
53,Female,Taoism,English,Master or above,1,Friends/Extended Family/Neighbour,VA room,9,Basketball Court,0,Neutral,,29/01/2021,41
25,Male,Catholicism,Filipino,University,3,Friends/Extended Family/Neighbour,Chem Lab,10,Basketball Court,4,Strongly Agree,No,28/01/2021,23
23,Male,Islam,Filipino,Master or above,4,School Website,Basketball Court,7,Basketball Court,6,Strongly Disagree,No,29/01/2021,57
37,Male,Buddhism,Mandarin,University,2,Friends/Extended Family/Neighbour,Library,4,Phy Lab,6,Agree,No,28/01/2021,55
39,Female,Buddhism,Thai,University,2,School Website,Phy Lab,0,Bio Lab,3,Strongly Agree,No,28/01/2021,14
55,Male,Islam,Cantonese,Secondary School/Associate Degree/Diploma,1,Newspaper/ Magazine,VA room,5,Basketball Court,7,Disagree,Yes,28/01/2021,14
19,Female,Taoism,Filipino,Master or above,3,Friends/Extended Family/Neighbour,Chem Lab,6,Basketball Court,0,Strongly Disagree,Yes,29/01/2021,23
43,Female,Buddhism,English,Secondary School/Associate Degree/Diploma,1,School Website,Chem Lab,1,Canteen,10,Disagree,No,28/01/2021,23
41,Male,Catholicism,Indonesian,Secondary School/Associate Degree/Diploma,3,School Website,Phy Lab,7,Basketball Court,8,Neutral,No,29/01/2021,5
56,Male,Sikhism,Filipino,Primary School or below,5,School Website,Canteen,4,Basketball Court,5,Disagree,Yes,29/01/2021,19
